year;date;place;transect ;plot;transect_plot;habitat;frame_no;grub_SPR;probe_SPR ;p_a;observer;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;4;25;7;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;5;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;6;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;7;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;2;162;16;8;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;1;25;3;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;3;25;2;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;7;25;2;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;3;163;11;8;25;3;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;16;4;164;15;8;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;1;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;2;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;3;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;4;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;5;25;1;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;6;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;7;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;1;171;15;8;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;1;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;2;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;3;25;2;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;4;25;4;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;5;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;6;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;7;25;1;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;2;172;14;8;25;1;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;1;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;2;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;3;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;4;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;5;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;6;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;7;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;3;173;15;8;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;1;50;12;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;2;25;1;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;3;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;4;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;5;25;3;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;6;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;7;50;5;1;Aino;;;;;;;;;;;;;;;;;;;;
2011;16_July;Hanaskogdalen N;17;4;174;15;8;na;na;0;Aino;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;1;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;3;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;1;191;11;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;2;25;3;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;3;50;7;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;4;100;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;5;50;*;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;2;192;12;8;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;2;25;10;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;3;25;3;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;4;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;19_July;Endalen;19;3;193;11;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Endalen;19;4;194;15;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;1;25;3;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;2;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;4;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;5;50;12;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;6;25;3;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;7;25;2;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;1;181;16;8;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;2;50;11;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;3;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;4;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;6;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;2;182;16;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;1;25;na;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;7;na;na;0;KARIN;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;3;183;16;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;18_July;Hanaskogdalen S;18;4;184;15;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
