Plot_Nr;start_cm_of_grub; end_cm_of_grub;Year
Gaset6;10.53;10.58;2013
Gaset6;10.78;10.82;2013
Gaset6;11.09;11.21;2013
Gaset6;11.53;11.69;2013
Gaset6;11.73;11.81;2013
Gaset6;11.91;11.98;2013
Gaset6;12.48;12.52;2013
Gaset6;14.19;14.49;2013
Gaset6;14.89;16.04;2013
Gaset6;NA;NA;2013
Gaset6;NA;NA;2013
Gaset6;NA;NA;2013
Gaset6;NA;NA;2013
Gaset6;NA;NA;2013
Gaset6;16.11;16.3;2013
Gaset6;NA;NA;2013
Gaset6;16.71;16.8;2013
Gaset6;NA;NA;2013
Gaset6;19.94;20.25;2013
Gaset6;NA;NA;2013
Gaset6;20.33;20.42;2013
Gaset6;NA;NA;2013
Gaset6;20.56;20.62;2013
Gaset6;20.73;21.2;2013
Gaset6;NA;NA;2013
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;3.78;3.81;2017
Nois1;NA;NA;2017
Nois1;4.09;4.11;2017
Nois1;NA;NA;2017
Nois1;4.79;4.85;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;6.29;7.75;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;8.69;8.73;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;10.29;10.32;2017
Nois1;10.42;10.49;2017
Nois1;10.53;10.57;2017
Nois1;NA;NA;2017
Nois1;10.61;10.66;2017
Nois1;NA;NA;2017
Nois1;10.79;10.8;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;10.95;10.99;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;11.69;11.78;2017
Nois1;11.89;12.55;2017
Nois1;13.66;13.68;2017
Nois1;15.34;15.39;2017
Nois1;15.43;15.47;2017
Nois1;NA;NA;2017
Nois1;15.6;15.62;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;16.67;16.69;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;16.92;16.97;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;17.24;17.29;2017
Nois1;17.39;17.42;2017
Nois1;17.48;17.53;2017
Nois1;17.61;17.63;2017
Nois1;17.66;17.76;2017
Nois1;NA;NA;2017
Nois1;17.78;17.81;2017
Nois1;17.83;18.03;2017
Nois1;18.04;18.5;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;19.61;19.67;2017
Nois1;19.69;19.75;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;21.33;22.51;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;23.3;23.35;2017
Nois1;23.51;23.54;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;23.92;23.95;2017
Nois1;NA;NA;2017
Nois1;24.09;24.12;2017
Nois1;NA;NA;2017
Nois1;24.54;25.42;2017
Nois1;NA;NA;2017
Nois1;NA;NA;2017
Nois1;26.67;26.72;2017
Nois1;26.84;26.87;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Nois2;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;1.34;1.36;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;3.86;5.11;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;7.38;7.53;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;NA;NA;2017
Gaset4;7.62;7.73;2017
Gaset4;NA;NA;2017
Gaset4;7.82;7.88;2017
Gaset4;NA;NA;2017
Gaset4;8.15;8.2;2017
Gaset4;8.3;8.57;2017
Gaset4;9.17;9.26;2017
Gaset4;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;0.81;0.82;2017
Gaset1;0.84;0.85;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;6.58;6.6;2017
Gaset1;NA;NA;2017
Gaset1;6.95;6.96;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;7.84;7.85;2017
Gaset1;NA;NA;2017
Gaset1;8.14;8.15;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset1;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;0.39;0.4;2017
Gaset2;NA;NA;2017
Gaset2;2.8;2.82;2017
Gaset2;3.89;3.93;2017
Gaset2;NA;NA;2017
Gaset2;5.5;5.52;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;5.84;5.88;2017
Gaset2;5.9;5.94;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;7.3;7.33;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset2;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;7.43;7.56;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;19.76;19.89;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;20.98;21;2017
Gaset5;21.02;21.03;2017
Gaset5;NA;NA;2017
Gaset5;21.22;21.23;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;NA;NA;2017
Gaset5;23.23;23.25;2017
Gaset5;NA;NA;2017
Gaset5;23.72;23.74;2017
Gaset5;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;2.73;2.74;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;9.11;9.12;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;15.4;15.48;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;NA;NA;2017
Gaset6;20.72;20.84;2017
Gaset6;NA;NA;2017
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;1.97;2;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;4.87;4.89;2018
Nois1;NA;NA;2018
Nois1;6.32;7.73;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;10.67;10.69;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;11.85;12.53;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;22.02;22.28;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;24.84;25.16;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois1;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;6.13;6.16;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;8.63;8.69;2018
Nois2;8.82;8.85;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;10.7;10.77;2018
Nois2;NA;NA;2018
Nois2;11.34;11.43;2018
Nois2;11.46;11.51;2018
Nois2;11.52;11.54;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Nois2;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;1;1.02;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;1.59;1.66;2018
Gaset4;NA;NA;2018
Gaset4;1.84;1.9;2018
Gaset4;NA;NA;2018
Gaset4;2.01;2.06;2018
Gaset4;NA;NA;2018
Gaset4;2.11;2.13;2018
Gaset4;2.2;2.28;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;3.7;5.32;2018
Gaset4;5.59;5.67;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;7.57;7.59;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset4;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;2.65;2.66;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;4.11;4.2;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;4.41;4.42;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;5.13;5.17;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;8.99;9;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;7.21;7.28;2018
Gaset2;7.31;7.43;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;10.67;10.73;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;22.47;22.48;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;20.97;21.02;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;23.09;23.13;2018
Gaset5;NA;NA;2018
Gaset5;23.31;23.36;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;1.44;1.74;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;15.8;15.82;2018
Gaset6;15.88;15.99;2018
Gaset6;16.1;16.16;2018
Gaset6;NA;NA;2018
Gaset6;16.19;16.21;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;20.32;20.43;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;1.7;1.84;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;6.3;7.73;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;8.44;8.48;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;8.89;8.91;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;10.5;10.59;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;10.97;11;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;11.48;11.51;2019
Nois1;NA;NA;2019
Nois1;11.62;12.57;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;16.65;16.73;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;17.14;17.15;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;21.9;22.25;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;22.88;23.1;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois2;NA;NA;2019
Nois2;2;4.2;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;10.17;10.24;2019
Nois2;10.34;10.42;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;10.71;10.8;2019
Nois2;10.83;10.89;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;0.84;0.99;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;3.91;5.28;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;9.48;9.6;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;1.76;1.78;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;2.77;2.79;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;4.15;4.2;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;4.32;4.49;2019
Gaset1;NA;NA;2019
Gaset1;4.87;4.89;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;6.98;7;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;7.7;7.78;2019
Gaset1;NA;NA;2019
Gaset1;8.01;8.02;2019
Gaset1;NA;NA;2019
Gaset1;8.81;8.83;2019
Gaset1;NA;NA;2019
Gaset1;9.06;9.08;2019
Gaset1;9.21;9.23;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;5.59;5.9;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;6.56;6.58;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;20.17;20.2;2019
Gaset5;NA;NA;2019
Gaset5;20.56;20.58;2019
Gaset5;20.97;21;2019
Gaset5;NA;NA;2019
Gaset5;21.09;21.12;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
