ID,UTM_E,UTM_N
3562,427294.9868,8743623.553
3563,427294.9268,8743624.553
3564,427294.8668,8743625.553
3565,427294.8068,8743626.553
3566,427294.7468,8743627.553
3567,427294.6868,8743628.553
3568,427294.6268,8743629.553
3569,427294.5668,8743630.553
3570,427294.5068,8743631.553
3571,427294.4468,8743632.553
3572,427294.3868,8743633.553
3573,427294.3268,8743634.553
3574,427294.2668,8743635.553
3575,427294.2068,8743636.553
3576,427294.1468,8743637.553
3577,427294.0868,8743638.553
3578,427294.0268,8743639.553
3579,427293.9668,8743640.553
3580,427293.9068,8743641.553
3581,427293.8468,8743642.553
3582,427293.7868,8743643.553
3583,427293.7268,8743644.553
3584,427293.6668,8743645.553
3585,427293.6068,8743646.553
3586,427293.5468,8743647.553
3587,427293.4868,8743648.553
3588,427293.4268,8743649.553
3589,427293.3668,8743650.553
3590,427293.3068,8743651.553
3591,427293.2468,8743652.553
3592,427293.1868,8743653.553
3593,427293.1268,8743654.553
3594,427293.0668,8743655.553
3595,427293.0068,8743656.553
3596,427292.9468,8743657.553
3597,427292.8868,8743658.553
3598,427292.8268,8743659.553
3599,427292.7668,8743660.553
3600,427292.7068,8743661.553
3601,427292.6468,8743662.553
3602,427292.5868,8743663.553
3603,427292.5268,8743664.553
3604,427292.4668,8743665.553
3605,427292.4068,8743666.553
3606,427292.3468,8743667.553
3607,427292.2868,8743668.553
3608,427292.2268,8743669.553
3609,427292.1668,8743670.553
3610,427292.1068,8743671.553
3611,427292.0468,8743672.553
3612,427291.9868,8743673.553
3613,427291.9268,8743674.553
3614,427291.8668,8743675.553
3615,427291.8068,8743676.553
3616,427291.7468,8743677.553
3617,427291.6868,8743678.553
3618,427291.6268,8743679.553
3619,427291.5668,8743680.553
3620,427291.5068,8743681.553
3621,427291.4468,8743682.553
3622,427291.3868,8743683.553
3623,427291.3268,8743684.553
3624,427291.2668,8743685.553
3625,427291.2068,8743686.553
3626,427291.1468,8743687.553
3627,427291.0868,8743688.553
3628,427291.0268,8743689.553
3629,427290.9668,8743690.553
3630,427290.9068,8743691.553
3631,427290.8468,8743692.553
3632,427290.7868,8743693.553
3633,427290.7268,8743694.553
3634,427290.6668,8743695.553
3635,427290.6068,8743696.553
3636,427290.5468,8743697.553
3637,427290.4868,8743698.553
3638,427290.4268,8743699.553
3639,427290.3668,8743700.553
3640,427290.3068,8743701.553
3641,427290.2468,8743702.553
3642,427290.1868,8743703.553
3643,427290.1268,8743704.553
3644,427290.0668,8743705.553
3645,427290.0068,8743706.553
3646,427289.9468,8743707.553
3647,427289.8868,8743708.553
3648,427289.8268,8743709.553
3649,427289.7668,8743710.553
3650,427289.7068,8743711.553
3651,427289.6468,8743712.553
3652,427289.5868,8743713.553
3653,427289.5268,8743714.553
3654,427289.4668,8743715.553
3655,427289.4068,8743716.553
3656,427289.3468,8743717.553
3657,427289.2868,8743718.553
3658,427289.2268,8743719.553
3659,427289.1668,8743720.553
3660,427289.1068,8743721.553
3661,427289.0468,8743722.553
3662,427288.9868,8743723.553
3663,427288.9268,8743724.553
3664,427288.8668,8743725.553
3665,427288.8068,8743726.553
3666,427288.7468,8743727.553
3667,427288.6868,8743728.553
3668,427288.6268,8743729.553
3669,427288.5668,8743730.553
3670,427288.5068,8743731.553
3671,427288.4468,8743732.553
3672,427288.3868,8743733.553
3673,427288.3268,8743734.553
3674,427288.2668,8743735.553
3675,427288.2068,8743736.553
3676,427286.0468,8743772.553
3677,427285.9868,8743773.553
3678,427285.9268,8743774.553
3679,427285.8668,8743775.553
3680,427285.8068,8743776.553
3681,427285.7468,8743777.553
3682,427285.6868,8743778.553
3683,427285.6268,8743779.553
3684,427285.5668,8743780.553
3685,427285.5068,8743781.553
3686,427285.4468,8743782.553
3687,427285.3868,8743783.553
3688,427285.3268,8743784.553
3689,427285.2668,8743785.553
3690,427285.2068,8743786.553
3691,427285.1468,8743787.553
3692,427285.0868,8743788.553
3693,427285.0268,8743789.553
3694,426919.5705,8744076.242
3695,426919.4605,8744077.142
3696,426919.3505,8744078.042
3697,426919.2405,8744078.942
3698,426919.1305,8744079.842
3699,426919.0205,8744080.742
3700,426918.9105,8744081.642
3701,426918.8005,8744082.542
3702,426918.6905,8744083.442
3703,426918.5805,8744084.342
3704,426918.4705,8744085.242
3705,426918.3605,8744086.142
3706,426918.2505,8744087.042
3707,426918.1405,8744087.942
3708,426918.0305,8744088.842
3709,426917.9205,8744089.742
3710,426917.8105,8744090.642
3711,426917.7005,8744091.542
3712,426917.5905,8744092.442
3713,426917.4805,8744093.342
3714,426917.3705,8744094.242
3715,426917.2605,8744095.142
3716,426917.1505,8744096.042
3717,426917.0405,8744096.942
3718,426916.9305,8744097.842
3719,426916.8205,8744098.742
3720,426916.7105,8744099.642
3721,426916.6005,8744100.542
3722,426916.4905,8744101.442
3723,426916.3805,8744102.342
3724,426916.2705,8744103.242
3725,426916.1605,8744104.142
3726,426916.0505,8744105.042
3727,426915.9405,8744105.942
3728,426915.8305,8744106.842
3729,426915.7205,8744107.742
3730,426915.6105,8744108.642
3731,426915.5005,8744109.542
3732,426915.3905,8744110.442
3733,426915.2805,8744111.342
3734,426915.1705,8744112.242
3735,426915.0605,8744113.142
3736,426914.9505,8744114.042
3737,426914.8405,8744114.942
3738,426914.7305,8744115.842
3739,426914.6205,8744116.742
3740,426914.5105,8744117.642
3741,426914.4005,8744118.542
3742,426914.2905,8744119.442
3743,426914.1805,8744120.342
3744,426914.0705,8744121.242
3745,426913.9605,8744122.142
3746,426913.8505,8744123.042
3747,426913.7405,8744123.942
3748,426913.6305,8744124.842
3749,426913.5205,8744125.742
3750,426913.4105,8744126.642
3751,426913.3005,8744127.542
3752,426913.1905,8744128.442
3753,426913.0805,8744129.342
3754,426912.9705,8744130.242
3755,426912.8605,8744131.142
3756,426912.7505,8744132.042
3757,426912.6405,8744132.942
3758,426912.5305,8744133.842
3759,426912.4205,8744134.742
3760,426912.3105,8744135.642
3761,426912.2005,8744136.542
3762,426912.0905,8744137.442
3763,426911.9805,8744138.342
3764,426911.8705,8744139.242
3765,426911.7605,8744140.142
3766,426911.6505,8744141.042
3767,426911.5405,8744141.942
3768,426911.4305,8744142.842
3769,426911.3205,8744143.742
3770,426911.2105,8744144.642
3771,426911.1005,8744145.542
3772,426910.9905,8744146.442
3773,426910.8805,8744147.342
3774,426910.7705,8744148.242
3775,426910.6605,8744149.142
3776,426910.5505,8744150.042
3777,426910.4405,8744150.942
3778,426910.3305,8744151.842
3779,426910.2205,8744152.742
3780,426910.1105,8744153.642
3781,426910.0005,8744154.542
3782,426909.8905,8744155.442
3783,426909.7805,8744156.342
3784,426909.6705,8744157.242
3785,426909.5605,8744158.142
3786,426909.4505,8744159.042
3787,426909.3405,8744159.942
3788,426909.2305,8744160.842
3789,426909.1205,8744161.742
3790,426909.0105,8744162.642
3791,426908.9005,8744163.542
3792,426908.7905,8744164.442
3793,426908.6805,8744165.342
3794,426908.5705,8744166.242
3795,426908.4605,8744167.142
3796,426908.3505,8744168.042
3797,426908.2405,8744168.942
3798,426908.1305,8744169.842
3799,426908.0205,8744170.742
3800,426907.9105,8744171.642
3801,426907.8005,8744172.542
3802,426907.6905,8744173.442
3803,426907.5805,8744174.342
3804,426907.4705,8744175.242
3805,426907.3605,8744176.142
3806,426907.2505,8744177.042
3807,426907.1405,8744177.942
3808,426907.0305,8744178.842
3809,426906.9205,8744179.742
3810,426906.8105,8744180.642
3811,426906.7005,8744181.542
3812,426906.5905,8744182.442
3813,426906.4805,8744183.342
3814,427423.7697,8745170.65
3815,427424.5397,8745171.3
3816,427425.3097,8745171.95
3817,427426.0797,8745172.6
3818,427426.8497,8745173.25
3819,427427.6197,8745173.9
3820,427428.3897,8745174.55
3821,427429.1597,8745175.2
3822,427429.9297,8745175.85
3823,427430.6997,8745176.5
3824,427431.4697,8745177.15
3825,427432.2397,8745177.8
3826,427433.0097,8745178.45
3827,427433.7797,8745179.1
3828,427434.5497,8745179.75
3829,427435.3197,8745180.4
3830,427436.0897,8745181.05
3831,427436.8597,8745181.7
3832,427437.6297,8745182.35
3833,427438.3997,8745183
3834,427469.9697,8745209.65
3835,427470.7397,8745210.3
3836,427471.5097,8745210.95
3837,427472.2797,8745211.6
3838,427473.0497,8745212.25
3839,427473.8197,8745212.9
3840,427474.5897,8745213.55
3841,427475.3597,8745214.2
3842,427476.1297,8745214.85
3843,427476.8997,8745215.5
3844,427477.6697,8745216.15
3845,427478.4397,8745216.8
3846,427479.2097,8745217.45
3847,427479.9797,8745218.1
3848,427480.7497,8745218.75
3849,427481.5197,8745219.4
3850,427482.2897,8745220.05
3851,427483.0597,8745220.7
3852,427483.8297,8745221.35
3853,427484.5997,8745222
3854,427485.3697,8745222.65
3855,427486.1397,8745223.3
3856,427486.9097,8745223.95
3857,427487.6797,8745224.6
3858,427488.4497,8745225.25
3859,427489.2197,8745225.9
3860,427489.9897,8745226.55
3861,427490.7597,8745227.2
3862,427491.5297,8745227.85
3863,427492.2997,8745228.5
3864,427493.0697,8745229.15
3865,427493.8397,8745229.8
3866,427494.6097,8745230.45
3867,427495.3797,8745231.1
3868,427496.1497,8745231.75
3869,427496.9197,8745232.4
3870,427497.6897,8745233.05
3871,427498.4597,8745233.7
3872,427499.2297,8745234.35
3873,427499.9997,8745235
3874,427500.7697,8745235.65
3875,427501.5397,8745236.3
3876,427502.3097,8745236.95
3877,427503.0797,8745237.6
3878,427503.8497,8745238.25
3879,427504.6197,8745238.9
3880,427505.3897,8745239.55
3881,427506.1597,8745240.2
3882,427506.9297,8745240.85
3883,427507.6997,8745241.5
3884,427508.4697,8745242.15
3885,427509.2397,8745242.8
3886,427510.0097,8745243.45
3887,427510.7797,8745244.1
3888,427511.5497,8745244.75
3889,427512.3197,8745245.4
3890,427513.0897,8745246.05
3891,427513.8597,8745246.7
3892,427514.6297,8745247.35
3893,427515.3997,8745248
3894,427516.1697,8745248.65
3895,427516.9397,8745249.3
3896,427517.7097,8745249.95
3897,427518.4797,8745250.6
3898,427519.2497,8745251.25
3899,427520.0197,8745251.9
3900,427520.7897,8745252.55
3901,427521.5597,8745253.2
3902,427522.3297,8745253.85
3903,427523.0997,8745254.5
3904,427523.8697,8745255.15
3905,427524.6397,8745255.8
3906,427525.4097,8745256.45
3907,427526.1797,8745257.1
3908,427526.9497,8745257.75
3909,427527.7197,8745258.4
3910,427528.4897,8745259.05
3911,427529.2597,8745259.7
3912,427530.0297,8745260.35
3913,427530.7997,8745261
3914,427531.5697,8745261.65
3915,427532.3397,8745262.3
3916,427533.1097,8745262.95
3917,427533.8797,8745263.6
3918,427534.6497,8745264.25
3919,427535.4197,8745264.9
3920,427536.1897,8745265.55
3921,427536.9597,8745266.2
3922,427537.7297,8745266.85
3923,427538.4997,8745267.5
3924,427539.2697,8745268.15
3925,427540.0397,8745268.8
3926,427540.8097,8745269.45
3927,427541.5797,8745270.1
3928,427542.3497,8745270.75
3929,427543.1197,8745271.4
3930,427543.8897,8745272.05
3931,427544.6597,8745272.7
3932,427545.4297,8745273.35
3933,427546.1997,8745274
3934,427546.9697,8745274.65
3935,427547.7397,8745275.3
3936,427548.5097,8745275.95
3937,427549.2797,8745276.6
3938,427550.0497,8745277.25
3939,427550.8197,8745277.9
3940,427551.5897,8745278.55
3941,427552.3597,8745279.2
3942,427553.1297,8745279.85
3943,427553.8997,8745280.5
3944,427554.6697,8745281.15
3945,427555.4397,8745281.8
3946,427556.2097,8745282.45
3947,427556.9797,8745283.1
3948,427557.7497,8745283.75
3949,427558.5197,8745284.4
3950,427559.2897,8745285.05
3951,427560.0597,8745285.7
3952,427560.8297,8745286.35
3953,427561.5997,8745287
3954,427562.3697,8745287.65
3955,427563.1397,8745288.3
3956,427563.9097,8745288.95
3957,427564.6797,8745289.6
3958,427565.4497,8745290.25
3959,427566.2197,8745290.9
3960,427566.9897,8745291.55
3961,427567.7597,8745292.2
3962,427568.5297,8745292.85
3963,427569.2997,8745293.5
3964,427570.0697,8745294.15
3965,427570.8397,8745294.8
3966,427571.6097,8745295.45
3967,427572.3797,8745296.1
3968,427573.1497,8745296.75
3969,427573.9197,8745297.4
3970,427574.6897,8745298.05
3971,427575.4597,8745298.7
3972,427576.2297,8745299.35
3973,427576.9997,8745300
3974,427977.0826,8745579.906
3975,427977.7426,8745579.156
3976,427978.4026,8745578.406
3977,427979.0626,8745577.656
3978,427979.7226,8745576.906
3979,427980.3826,8745576.156
3980,427981.0426,8745575.406
3981,427981.7026,8745574.656
3982,427982.3626,8745573.906
3983,427983.0226,8745573.156
3984,427983.6826,8745572.406
3985,427984.3426,8745571.656
3986,427985.0026,8745570.906
3987,427985.6626,8745570.156
3988,427986.3226,8745569.406
3989,427986.9826,8745568.656
3990,427987.6426,8745567.906
3991,427988.3026,8745567.156
3992,427988.9626,8745566.406
3993,427989.6226,8745565.656
3994,427990.2826,8745564.906
3995,427990.9426,8745564.156
3996,427991.6026,8745563.406
3997,427992.2626,8745562.656
3998,427992.9226,8745561.906
3999,427993.5826,8745561.156
4000,427994.2426,8745560.406
4001,427994.9026,8745559.656
4002,427995.5626,8745558.906
4003,427996.2226,8745558.156
4004,427996.8826,8745557.406
4005,427997.5426,8745556.656
4006,427998.2026,8745555.906
4007,427998.8626,8745555.156
4008,427999.5226,8745554.406
4009,428000.1826,8745553.656
4010,428000.8426,8745552.906
4011,428001.5026,8745552.156
4012,428002.1626,8745551.406
4013,428002.8226,8745550.656
4014,428003.4826,8745549.906
4015,428004.1426,8745549.156
4016,428004.8026,8745548.406
4017,428005.4626,8745547.656
4018,428006.1226,8745546.906
4019,428006.7826,8745546.156
4020,428007.4426,8745545.406
4021,428008.1026,8745544.656
4022,428008.7626,8745543.906
4023,428009.4226,8745543.156
4024,428010.0826,8745542.406
4025,428010.7426,8745541.656
4026,428011.4026,8745540.906
4027,428012.0626,8745540.156
4028,428012.7226,8745539.406
4029,428013.3826,8745538.656
4030,428014.0426,8745537.906
4031,428014.7026,8745537.156
4032,428015.3626,8745536.406
4033,428016.0226,8745535.656
4034,428016.6826,8745534.906
4035,428017.3426,8745534.156
4036,428018.0026,8745533.406
4037,428018.6626,8745532.656
4038,428019.3226,8745531.906
4039,428019.9826,8745531.156
4040,428020.6426,8745530.406
4041,428021.3026,8745529.656
4042,428021.9626,8745528.906
4043,428022.6226,8745528.156
4044,428023.2826,8745527.406
4045,428023.9426,8745526.656
4046,428024.6026,8745525.906
4047,428025.2626,8745525.156
4048,428025.9226,8745524.406
4049,428026.5826,8745523.656
4050,428027.2426,8745522.906
4051,428027.9026,8745522.156
4052,428028.5626,8745521.406
4053,428029.2226,8745520.656
4054,428029.8826,8745519.906
4055,428030.5426,8745519.156
4056,428031.2026,8745518.406
4057,428031.8626,8745517.656
4058,428032.5226,8745516.906
4059,428033.1826,8745516.156
4060,428033.8426,8745515.406
4061,428034.5026,8745514.656
4062,428035.1626,8745513.906
4063,428035.8226,8745513.156
4064,428036.4826,8745512.406
4065,428037.1426,8745511.656
4066,428037.8026,8745510.906
4067,428038.4626,8745510.156
4068,428039.1226,8745509.406
4069,428039.7826,8745508.656
4070,428040.4426,8745507.906
4071,428041.1026,8745507.156
4072,428041.7626,8745506.406
4073,428042.4226,8745505.656
4074,428043.0826,8745504.906
4075,428043.7426,8745504.156
4076,428044.4026,8745503.406
4077,428045.0626,8745502.656
4078,428045.7226,8745501.906
4079,428046.3826,8745501.156
4080,428047.0426,8745500.406
4081,428047.7026,8745499.656
4082,428048.3626,8745498.906
4083,428049.0226,8745498.156
4084,428049.6826,8745497.406
4085,428050.3426,8745496.656
4086,428051.0026,8745495.906
4087,428051.6626,8745495.156
4088,428052.3226,8745494.406
4089,428052.9826,8745493.656
4090,428053.6426,8745492.906
4091,428054.3026,8745492.156
4092,428054.9626,8745491.406
4093,428055.6226,8745490.656
4094,428056.2826,8745489.906
4095,428056.9426,8745489.156
4096,428057.6026,8745488.406
4097,428058.2626,8745487.656
4098,428058.9226,8745486.906
4099,428059.5826,8745486.156
4100,428060.2426,8745485.406
4101,428060.9026,8745484.656
4102,428061.5626,8745483.906
4103,428062.2226,8745483.156
4104,428062.8826,8745482.406
4105,428063.5426,8745481.656
4106,428064.2026,8745480.906
4107,428064.8626,8745480.156
4108,428065.5226,8745479.406
4109,428066.1826,8745478.656
4110,428066.8426,8745477.906
4111,428067.5026,8745477.156
4112,428068.1626,8745476.406
4113,428068.8226,8745475.656
4114,428069.4826,8745474.906
4115,428070.1426,8745474.156
4116,428070.8026,8745473.406
4117,428071.4626,8745472.656
4118,428072.1226,8745471.906
4119,428072.7826,8745471.156
4120,428073.4426,8745470.406
4121,428074.1026,8745469.656
4122,428074.7626,8745468.906
4123,428075.4226,8745468.156
4124,428076.0826,8745467.406
4125,428076.7426,8745466.656
4126,428077.4026,8745465.906
4127,428078.0626,8745465.156
4128,428078.7226,8745464.406
4129,428079.3826,8745463.656
4130,428080.0426,8745462.906
4131,428080.7026,8745462.156
4132,428081.3626,8745461.406
4133,428082.0226,8745460.656
4134,428082.6826,8745459.906
4135,428083.3426,8745459.156
4136,428084.0026,8745458.406
4137,428084.6626,8745457.656
4138,428085.3226,8745456.906
4139,428085.9826,8745456.156
4140,428086.6426,8745455.406
4141,428087.3026,8745454.656
4142,428087.9626,8745453.906
4143,428088.6226,8745453.156
4144,428089.2826,8745452.406
4145,428089.9426,8745451.656
4146,428090.6026,8745450.906
4147,428091.2626,8745450.156
4148,428091.9226,8745449.406
4149,428092.5826,8745448.656
4150,428093.2426,8745447.906
4151,428093.9026,8745447.156
4152,428094.5626,8745446.406
4153,428095.2226,8745445.656
4154,428095.8826,8745444.906
4155,428096.5426,8745444.156
4156,428097.2026,8745443.406
4157,428097.8626,8745442.656
4158,428098.5226,8745441.906
4159,428099.1826,8745441.156
4160,428099.8426,8745440.406
4161,428100.5026,8745439.656
4162,428101.1626,8745438.906
4163,428101.8226,8745438.156
4164,428102.4826,8745437.406
4165,428103.1426,8745436.656
4166,428103.8026,8745435.906
4167,428104.4626,8745435.156
4168,428105.1226,8745434.406
4169,428105.7826,8745433.656
4170,428106.4426,8745432.906
4171,428107.1026,8745432.156
4172,428107.7626,8745431.406
4173,428108.4226,8745430.656
4174,427912.4673,8747050.639
4175,427913.0523,8747051.439
4176,427913.6373,8747052.239
4177,427914.2223,8747053.039
4178,427914.8073,8747053.839
4179,427915.3923,8747054.639
4180,427915.9773,8747055.439
4181,427916.5623,8747056.239
4182,427917.1473,8747057.039
4183,427917.7323,8747057.839
4184,427918.3173,8747058.639
4185,427918.9023,8747059.439
4186,427919.4873,8747060.239
4187,427920.0723,8747061.039
4188,427920.6573,8747061.839
4189,427921.2423,8747062.639
4190,427921.8273,8747063.439
4191,427922.4123,8747064.239
4192,427922.9973,8747065.039
4193,427923.5823,8747065.839
4194,427924.1673,8747066.639
4195,427924.7523,8747067.439
4196,427925.3373,8747068.239
4197,427925.9223,8747069.039
4198,427926.5073,8747069.839
4199,427927.0923,8747070.639
4200,427927.6773,8747071.439
4201,427928.2623,8747072.239
4202,427928.8473,8747073.039
4203,427929.4323,8747073.839
4204,427930.0173,8747074.639
4205,427930.6023,8747075.439
4206,427931.1873,8747076.239
4207,427931.7723,8747077.039
4208,427932.3573,8747077.839
4209,427932.9423,8747078.639
4210,427933.5273,8747079.439
4211,427934.1123,8747080.239
4212,427934.6973,8747081.039
4213,427935.2823,8747081.839
4214,427935.8673,8747082.639
4215,427936.4523,8747083.439
4216,427937.0373,8747084.239
4217,427937.6223,8747085.039
4218,427938.2073,8747085.839
4219,427938.7923,8747086.639
4220,427939.3773,8747087.439
4221,427939.9623,8747088.239
4222,427940.5473,8747089.039
4223,427941.1323,8747089.839
4224,427941.7173,8747090.639
4225,427942.3023,8747091.439
4226,427942.8873,8747092.239
4227,427943.4723,8747093.039
4228,427944.0573,8747093.839
4229,427944.6423,8747094.639
4230,427945.2273,8747095.439
4231,427945.8123,8747096.239
4232,427946.3973,8747097.039
4233,427946.9823,8747097.839
4234,427947.5673,8747098.639
4235,427948.1523,8747099.439
4236,427948.7373,8747100.239
4237,427949.3223,8747101.039
4238,427949.9073,8747101.839
4239,427950.4923,8747102.639
4240,427951.0773,8747103.439
4241,427951.6623,8747104.239
4242,427952.2473,8747105.039
4243,427952.8323,8747105.839
4244,427953.4173,8747106.639
4245,427954.0023,8747107.439
4246,427954.5873,8747108.239
4247,427955.1723,8747109.039
4248,427955.7573,8747109.839
4249,427956.3423,8747110.639
4250,427956.9273,8747111.439
4251,427957.5123,8747112.239
4252,427958.0973,8747113.039
4253,427958.6823,8747113.839
4254,427959.2673,8747114.639
4255,427959.8523,8747115.439
4256,427960.4373,8747116.239
4257,427961.0223,8747117.039
4258,427961.6073,8747117.839
4259,427962.1923,8747118.639
4260,427962.7773,8747119.439
4261,427963.3623,8747120.239
4262,427963.9473,8747121.039
4263,427964.5323,8747121.839
4264,427965.1173,8747122.639
4265,427965.7023,8747123.439
4266,427966.2873,8747124.239
4267,427966.8723,8747125.039
4268,427967.4573,8747125.839
4269,427968.0423,8747126.639
4270,427968.6273,8747127.439
4271,427969.2123,8747128.239
4272,427969.7973,8747129.039
4273,427970.3823,8747129.839
4274,427970.9673,8747130.639
4275,427971.5523,8747131.439
4276,427972.1373,8747132.239
4277,427972.7223,8747133.039
4278,427973.3073,8747133.839
4279,427973.8923,8747134.639
4280,427974.4773,8747135.439
4281,427975.0623,8747136.239
4282,427975.6473,8747137.039
4283,427976.2323,8747137.839
4284,427976.8173,8747138.639
4285,427977.4023,8747139.439
4286,427977.9873,8747140.239
4287,427978.5723,8747141.039
4288,427979.1573,8747141.839
4289,427979.7423,8747142.639
4290,427980.3273,8747143.439
4291,427980.9123,8747144.239
4292,427981.4973,8747145.039
4293,427982.0823,8747145.839
4294,427982.6673,8747146.639
4295,427983.2523,8747147.439
4296,427983.8373,8747148.239
4297,427984.4223,8747149.039
4298,427985.0073,8747149.839
4299,427985.5923,8747150.639
4300,427986.1773,8747151.439
4301,427986.7623,8747152.239
4302,427987.3473,8747153.039
4303,427987.9323,8747153.839
4304,427988.5173,8747154.639
4305,427989.1023,8747155.439
4306,427989.6873,8747156.239
4307,427990.2723,8747157.039
4308,427990.8573,8747157.839
4309,427991.4423,8747158.639
4310,427992.0273,8747159.439
4311,427992.6123,8747160.239
4312,428000.8023,8747171.439
4313,428001.3873,8747172.239
4314,428001.9723,8747173.039
4315,428002.5573,8747173.839
4316,428003.1423,8747174.639
4317,428003.7273,8747175.439
4318,428004.3123,8747176.239
4319,428004.8973,8747177.039
4320,428005.4823,8747177.839
4321,428006.0673,8747178.639
4322,428006.6523,8747179.439
4323,428007.2373,8747180.239
4324,428007.8223,8747181.039
4325,428008.4073,8747181.839
4326,428008.9923,8747182.639
4327,428009.5773,8747183.439
4328,428010.1623,8747184.239
4329,428010.7473,8747185.039
4330,428011.3323,8747185.839
4331,428011.9173,8747186.639
4332,428012.5023,8747187.439
4333,428013.0873,8747188.239
4334,428013.6723,8747189.039
4335,428014.2573,8747189.839
4336,428014.8423,8747190.639
4337,428015.4273,8747191.439
4338,428016.0123,8747192.239
4339,428016.5973,8747193.039
4340,428017.1823,8747193.839
4341,428017.7673,8747194.639
4342,428018.3523,8747195.439
4343,428018.9373,8747196.239
4344,428019.5223,8747197.039
4345,428020.1073,8747197.839
4346,428733.2939,8748337.886
4347,428733.3589,8748336.891
4348,428733.4239,8748335.896
4349,428733.4889,8748334.901
4350,428733.5539,8748333.906
4351,428733.6189,8748332.911
4352,428733.6839,8748331.916
4353,428733.7489,8748330.921
4354,428733.8139,8748329.926
4355,428733.8789,8748328.931
4356,428733.9439,8748327.936
4357,428734.0089,8748326.941
4358,428734.0739,8748325.946
4359,428734.1389,8748324.951
4360,428734.2039,8748323.956
4361,428734.2689,8748322.961
4362,428734.3339,8748321.966
4363,428734.3989,8748320.971
4364,428734.4639,8748319.976
4365,428734.5289,8748318.981
4366,428734.5939,8748317.986
4367,428734.6589,8748316.991
4368,428734.7239,8748315.996
4369,428734.7889,8748315.001
4370,428734.8539,8748314.006
4371,428734.9189,8748313.011
4372,428734.9839,8748312.016
4373,428735.0489,8748311.021
4374,428735.1139,8748310.026
4375,428735.1789,8748309.031
4376,428735.2439,8748308.036
4377,428735.3089,8748307.041
4378,428735.3739,8748306.046
4379,428735.4389,8748305.051
4380,428735.5039,8748304.056
4381,428735.5689,8748303.061
4382,428735.6339,8748302.066
4383,428735.6989,8748301.071
4384,428735.7639,8748300.076
4385,428735.8289,8748299.081
4386,428735.8939,8748298.086
4387,428735.9589,8748297.091
4388,428736.0239,8748296.096
4389,428736.0889,8748295.101
4390,428736.1539,8748294.106
4391,428736.2189,8748293.111
4392,428736.2839,8748292.116
4393,428736.3489,8748291.121
4394,428736.4139,8748290.126
4395,428736.4789,8748289.131
4396,428736.5439,8748288.136
4397,428736.6089,8748287.141
4398,428736.6739,8748286.146
4399,428736.7389,8748285.151
4400,428736.8039,8748284.156
4401,428736.8689,8748283.161
4402,428736.9339,8748282.166
4403,428736.9989,8748281.171
4404,428737.0639,8748280.176
4405,428737.1289,8748279.181
4406,428737.1939,8748278.186
4407,428737.2589,8748277.191
4408,428737.3239,8748276.196
4409,428737.3889,8748275.201
4410,428737.4539,8748274.206
4411,428737.5189,8748273.211
4412,428737.5839,8748272.216
4413,428737.6489,8748271.221
4414,428737.7139,8748270.226
4415,428737.7789,8748269.231
4416,428737.8439,8748268.236
4417,428737.9089,8748267.241
4418,428737.9739,8748266.246
4419,428738.0389,8748265.251
4420,428738.1039,8748264.256
4421,428738.1689,8748263.261
4422,428738.2339,8748262.266
4423,428738.2989,8748261.271
4424,428738.3639,8748260.276
4425,428738.4289,8748259.281
4426,428738.4939,8748258.286
4427,428738.5589,8748257.291
4428,428738.6239,8748256.296
4429,428738.6889,8748255.301
4430,428738.7539,8748254.306
4431,429026.1159,8748916.218
4432,429026.6209,8748917.168
4433,429027.1259,8748918.118
4434,429027.6309,8748919.068
4435,429028.1359,8748920.018
4436,429028.6409,8748920.968
4437,429029.1459,8748921.918
4438,429029.6509,8748922.868
4439,429030.1559,8748923.818
4440,429030.6609,8748924.768
4441,429031.1659,8748925.718
4442,429031.6709,8748926.668
4443,429032.1759,8748927.618
4444,429032.6809,8748928.568
4445,429033.1859,8748929.518
4446,429033.6909,8748930.468
4447,429034.1959,8748931.418
4448,429034.7009,8748932.368
4449,429035.2059,8748933.318
4450,429035.7109,8748934.268
4451,429036.2159,8748935.218
4452,429036.7209,8748936.168
4453,429037.2259,8748937.118
4454,429037.7309,8748938.068
4455,429038.2359,8748939.018
4456,429038.7409,8748939.968
4457,429039.2459,8748940.918
4458,429039.7509,8748941.868
4459,429040.2559,8748942.818
4460,429040.7609,8748943.768
4461,429041.2659,8748944.718
4462,429041.7709,8748945.668
4463,429042.2759,8748946.618
4464,429042.7809,8748947.568
4465,429043.2859,8748948.518
4466,429043.7909,8748949.468
4467,429044.2959,8748950.418
4468,429044.8009,8748951.368
4469,429045.3059,8748952.318
4470,429045.8109,8748953.268
4471,429046.3159,8748954.218
4472,429046.8209,8748955.168
4473,429047.3259,8748956.118
4474,429047.8309,8748957.068
4475,429048.3359,8748958.018
4476,429048.8409,8748958.968
4477,429049.3459,8748959.918
4478,429049.8509,8748960.868
4479,429050.3559,8748961.818
4480,429050.8609,8748962.768
4481,429051.3659,8748963.718
4482,429051.8709,8748964.668
4483,429052.3759,8748965.618
4484,429052.8809,8748966.568
4485,429053.3859,8748967.518
4486,429053.8909,8748968.468
4487,429054.3959,8748969.418
4488,429054.9009,8748970.368
4489,429055.4059,8748971.318
4490,429055.9109,8748972.268
4491,429056.4159,8748973.218
4492,429056.9209,8748974.168
4493,429057.4259,8748975.118
4494,429069.5459,8748997.918
