ID,Year,UTM_E,UTM_N,Location_Valley
7449,2015,426635.4402,8759181.475,Brogger
7450,2015,426634.6852,8759182.125,Brogger
7451,2015,426633.9302,8759182.775,Brogger
7452,2015,426633.1752,8759183.425,Brogger
7453,2015,426632.4202,8759184.075,Brogger
7454,2015,426631.6652,8759184.725,Brogger
7455,2015,426630.9102,8759185.375,Brogger
7456,2015,426630.1552,8759186.025,Brogger
7457,2015,426629.4002,8759186.675,Brogger
7458,2015,426628.6452,8759187.325,Brogger
7459,2015,426627.8902,8759187.975,Brogger
7460,2015,426627.1352,8759188.625,Brogger
7461,2015,426626.3802,8759189.275,Brogger
7462,2015,426625.6252,8759189.925,Brogger
7463,2015,426624.8702,8759190.575,Brogger
7464,2015,426624.1152,8759191.225,Brogger
7465,2015,426623.3602,8759191.875,Brogger
7466,2015,426622.6052,8759192.525,Brogger
7467,2015,426621.8502,8759193.175,Brogger
7468,2015,426621.0952,8759193.825,Brogger
7469,2015,426620.3402,8759194.475,Brogger
7470,2015,426619.5852,8759195.125,Brogger
7471,2015,426618.8302,8759195.775,Brogger
7472,2015,426618.0752,8759196.425,Brogger
7473,2015,426617.3202,8759197.075,Brogger
7474,2015,426616.5652,8759197.725,Brogger
7475,2015,426615.8102,8759198.375,Brogger
7476,2015,426615.0552,8759199.025,Brogger
7477,2015,426614.3002,8759199.675,Brogger
7478,2015,426613.5452,8759200.325,Brogger
7479,2015,426612.7902,8759200.975,Brogger
7480,2015,426612.0352,8759201.625,Brogger
7481,2015,426611.2802,8759202.275,Brogger
7482,2015,426610.5252,8759202.925,Brogger
7483,2015,426609.7702,8759203.575,Brogger
7484,2015,426609.0152,8759204.225,Brogger
7485,2015,426608.2602,8759204.875,Brogger
7486,2015,426607.5052,8759205.525,Brogger
7487,2015,426606.7502,8759206.175,Brogger
7488,2015,426605.9952,8759206.825,Brogger
7489,2015,426605.2402,8759207.475,Brogger
7490,2015,426604.4852,8759208.125,Brogger
7491,2015,426603.7302,8759208.775,Brogger
7492,2015,426602.9752,8759209.425,Brogger
7493,2015,426602.2202,8759210.075,Brogger
7494,2015,426601.4652,8759210.725,Brogger
7495,2015,426600.7102,8759211.375,Brogger
7496,2015,426599.9552,8759212.025,Brogger
7497,2015,426599.2002,8759212.675,Brogger
7498,2015,426598.4452,8759213.325,Brogger
7499,2015,426597.6902,8759213.975,Brogger
7500,2015,426596.9352,8759214.625,Brogger
7501,2015,426596.1802,8759215.275,Brogger
7502,2015,426595.4252,8759215.925,Brogger
7503,2015,426594.6702,8759216.575,Brogger
7504,2015,426593.9152,8759217.225,Brogger
7505,2015,426593.1602,8759217.875,Brogger
7506,2015,426592.4052,8759218.525,Brogger
7507,2015,426591.6502,8759219.175,Brogger
7508,2015,426590.8952,8759219.825,Brogger
7509,2015,426590.1402,8759220.475,Brogger
7510,2015,426589.3852,8759221.125,Brogger
7511,2015,426588.6302,8759221.775,Brogger
7512,2015,426587.8752,8759222.425,Brogger
7513,2015,426587.1202,8759223.075,Brogger
7514,2015,426586.3652,8759223.725,Brogger
7515,2015,426585.6102,8759224.375,Brogger
7516,2015,426584.8552,8759225.025,Brogger
7517,2015,426584.1002,8759225.675,Brogger
7518,2015,426583.3452,8759226.325,Brogger
7519,2015,426582.5902,8759226.975,Brogger
7520,2015,426581.8352,8759227.625,Brogger
7521,2015,426581.0802,8759228.275,Brogger
7522,2015,426580.3252,8759228.925,Brogger
7523,2015,426579.5702,8759229.575,Brogger
7524,2015,426578.8152,8759230.225,Brogger
7525,2015,426578.0602,8759230.875,Brogger
7526,2015,426577.3052,8759231.525,Brogger
7527,2015,426576.5502,8759232.175,Brogger
7528,2015,426575.7952,8759232.825,Brogger
7529,2015,426575.0402,8759233.475,Brogger
7530,2015,426574.2852,8759234.125,Brogger
7531,2015,425474.9109,8760220.18,Brogger
7532,2015,425474.4659,8760221.08,Brogger
7533,2015,425474.0209,8760221.98,Brogger
7534,2015,425473.5759,8760222.88,Brogger
7535,2015,425473.1309,8760223.78,Brogger
7536,2015,425472.6859,8760224.68,Brogger
7537,2015,425472.2409,8760225.58,Brogger
7538,2015,425471.7959,8760226.48,Brogger
7539,2015,425471.3509,8760227.38,Brogger
7540,2015,425470.9059,8760228.28,Brogger
7541,2015,425470.4609,8760229.18,Brogger
7542,2015,425470.0159,8760230.08,Brogger
7543,2015,425469.5709,8760230.98,Brogger
7544,2015,425469.1259,8760231.88,Brogger
7545,2015,425468.6809,8760232.78,Brogger
7546,2015,425468.2359,8760233.68,Brogger
7547,2015,425467.7909,8760234.58,Brogger
7548,2015,425467.3459,8760235.48,Brogger
7549,2015,425466.9009,8760236.38,Brogger
7550,2015,425466.4559,8760237.28,Brogger
7551,2015,425466.0109,8760238.18,Brogger
7552,2015,425465.5659,8760239.08,Brogger
7553,2015,425465.1209,8760239.98,Brogger
7554,2015,425464.6759,8760240.88,Brogger
7555,2015,425464.2309,8760241.78,Brogger
7556,2015,425463.7859,8760242.68,Brogger
7557,2015,425463.3409,8760243.58,Brogger
7558,2015,425462.8959,8760244.48,Brogger
7559,2015,425462.4509,8760245.38,Brogger
7560,2015,425462.0059,8760246.28,Brogger
7561,2015,425461.5609,8760247.18,Brogger
7562,2015,425461.1159,8760248.08,Brogger
7563,2015,425460.6709,8760248.98,Brogger
7564,2015,425460.2259,8760249.88,Brogger
7565,2015,425459.7809,8760250.78,Brogger
7566,2015,425459.3359,8760251.68,Brogger
7567,2015,425458.8909,8760252.58,Brogger
7568,2015,425458.4459,8760253.48,Brogger
7569,2015,425458.0009,8760254.38,Brogger
7570,2015,425457.5559,8760255.28,Brogger
7571,2015,425457.1109,8760256.18,Brogger
7572,2015,425456.6659,8760257.08,Brogger
7573,2015,425456.2209,8760257.98,Brogger
7574,2015,425455.7759,8760258.88,Brogger
7575,2015,425455.3309,8760259.78,Brogger
7576,2015,425454.8859,8760260.68,Brogger
7577,2015,425454.4409,8760261.58,Brogger
7578,2015,425453.9959,8760262.48,Brogger
7579,2015,425453.5509,8760263.38,Brogger
7580,2015,425453.1059,8760264.28,Brogger
7581,2015,425452.6609,8760265.18,Brogger
7582,2015,425452.2159,8760266.08,Brogger
7583,2015,425451.7709,8760266.98,Brogger
7584,2015,425451.3259,8760267.88,Brogger
7585,2015,425450.8809,8760268.78,Brogger
7586,2015,425450.4359,8760269.68,Brogger
7587,2015,425449.9909,8760270.58,Brogger
7588,2015,425449.5459,8760271.48,Brogger
7589,2015,425449.1009,8760272.38,Brogger
7590,2015,425448.6559,8760273.28,Brogger
7591,2015,425448.2109,8760274.18,Brogger
7592,2015,425447.7659,8760275.08,Brogger
7593,2015,425447.3209,8760275.98,Brogger
7594,2015,425446.8759,8760276.88,Brogger
7595,2015,425446.4309,8760277.78,Brogger
7596,2015,425445.9859,8760278.68,Brogger
7597,2015,425445.5409,8760279.58,Brogger
7598,2015,425445.0959,8760280.48,Brogger
7599,2015,425444.6509,8760281.38,Brogger
7600,2015,425444.2059,8760282.28,Brogger
7601,2015,425443.7609,8760283.18,Brogger
7602,2015,425443.3159,8760284.08,Brogger
7603,2015,425442.8709,8760284.98,Brogger
7604,2015,425442.4259,8760285.88,Brogger
7605,2015,425441.9809,8760286.78,Brogger
7606,2015,425441.5359,8760287.68,Brogger
7607,2015,425441.0909,8760288.58,Brogger
7608,2015,425440.6459,8760289.48,Brogger
7609,2015,425440.2009,8760290.38,Brogger
7610,2015,425439.7559,8760291.28,Brogger
7611,2015,425439.3109,8760292.18,Brogger
7612,2015,425438.8659,8760293.08,Brogger
7613,2015,425438.4209,8760293.98,Brogger
7614,2015,425437.9759,8760294.88,Brogger
7615,2015,425437.5309,8760295.78,Brogger
7616,2015,425437.0859,8760296.68,Brogger
7617,2015,425436.6409,8760297.58,Brogger
7618,2015,425436.1959,8760298.48,Brogger
7619,2015,425435.7509,8760299.38,Brogger
7620,2015,425435.3059,8760300.28,Brogger
7621,2015,425434.8609,8760301.18,Brogger
7622,2015,425434.4159,8760302.08,Brogger
7623,2015,425433.9709,8760302.98,Brogger
7624,2015,425433.5259,8760303.88,Brogger
7625,2015,425433.0809,8760304.78,Brogger
7626,2015,425432.6359,8760305.68,Brogger
7627,2015,425432.1909,8760306.58,Brogger
7628,2015,425431.7459,8760307.48,Brogger
7629,2015,425431.3009,8760308.38,Brogger
7630,2015,425430.8559,8760309.28,Brogger
7631,2015,425430.4109,8760310.18,Brogger
7632,2015,425429.9659,8760311.08,Brogger
7633,2015,425429.5209,8760311.98,Brogger
7634,2015,425429.0759,8760312.88,Brogger
7635,2015,425428.6309,8760313.78,Brogger
7636,2015,425428.1859,8760314.68,Brogger
7637,2015,425427.7409,8760315.58,Brogger
7638,2015,425427.2959,8760316.48,Brogger
7639,2015,425426.8509,8760317.38,Brogger
7640,2015,425426.4059,8760318.28,Brogger
7641,2015,425425.9609,8760319.18,Brogger
7642,2015,425425.5159,8760320.08,Brogger
7643,2015,425425.0709,8760320.98,Brogger
7644,2015,425424.6259,8760321.88,Brogger
7645,2015,425424.1809,8760322.78,Brogger
7646,2015,425423.7359,8760323.68,Brogger
7647,2015,425423.2909,8760324.58,Brogger
7648,2015,425422.8459,8760325.48,Brogger
7649,2015,425422.4009,8760326.38,Brogger
7650,2015,425421.9559,8760327.28,Brogger
7651,2015,425421.5109,8760328.18,Brogger
7652,2015,425421.0659,8760329.08,Brogger
7653,2015,425420.6209,8760329.98,Brogger
7654,2015,425420.1759,8760330.88,Brogger
7655,2015,425419.7309,8760331.78,Brogger
7656,2015,425419.2859,8760332.68,Brogger
7657,2015,425418.8409,8760333.58,Brogger
7658,2015,425418.3959,8760334.48,Brogger
7659,2015,425417.9509,8760335.38,Brogger
7660,2015,425417.5059,8760336.28,Brogger
7661,2015,425075.9718,8760770.042,Brogger
7662,2015,425075.4018,8760770.892,Brogger
7663,2015,425074.8318,8760771.742,Brogger
7664,2015,425074.2618,8760772.592,Brogger
7665,2015,425073.6918,8760773.442,Brogger
7666,2015,425073.1218,8760774.292,Brogger
7667,2015,425072.5518,8760775.142,Brogger
7668,2015,425071.9818,8760775.992,Brogger
7669,2015,425071.4118,8760776.842,Brogger
7670,2015,425070.8418,8760777.692,Brogger
7671,2015,425070.2718,8760778.542,Brogger
7672,2015,425069.7018,8760779.392,Brogger
7673,2015,425069.1318,8760780.242,Brogger
7674,2015,425068.5618,8760781.092,Brogger
7675,2015,425067.9918,8760781.942,Brogger
7676,2015,425067.4218,8760782.792,Brogger
7677,2015,425066.8518,8760783.642,Brogger
7678,2015,425066.2818,8760784.492,Brogger
7679,2015,425065.7118,8760785.342,Brogger
7680,2015,425065.1418,8760786.192,Brogger
7681,2015,425064.5718,8760787.042,Brogger
7682,2015,425064.0018,8760787.892,Brogger
7683,2015,425063.4318,8760788.742,Brogger
7684,2015,425062.8618,8760789.592,Brogger
7685,2015,425062.2918,8760790.442,Brogger
7686,2015,425061.7218,8760791.292,Brogger
7687,2015,425061.1518,8760792.142,Brogger
7688,2015,425060.5818,8760792.992,Brogger
7689,2015,425060.0118,8760793.842,Brogger
7690,2015,425059.4418,8760794.692,Brogger
7691,2015,425058.8718,8760795.542,Brogger
7692,2015,425058.3018,8760796.392,Brogger
7693,2015,425057.7318,8760797.242,Brogger
7694,2015,425057.1618,8760798.092,Brogger
7695,2015,425056.5918,8760798.942,Brogger
7696,2015,425056.0218,8760799.792,Brogger
7697,2015,425055.4518,8760800.642,Brogger
7698,2015,425054.8818,8760801.492,Brogger
7699,2015,425054.3118,8760802.342,Brogger
7700,2015,425053.7418,8760803.192,Brogger
7701,2015,425053.1718,8760804.042,Brogger
7702,2015,425052.6018,8760804.892,Brogger
7703,2015,425052.0318,8760805.742,Brogger
7704,2015,425051.4618,8760806.592,Brogger
7705,2015,425050.8918,8760807.442,Brogger
7706,2015,425050.3218,8760808.292,Brogger
7707,2015,425049.7518,8760809.142,Brogger
7708,2015,425049.1818,8760809.992,Brogger
7709,2015,425048.6118,8760810.842,Brogger
7710,2015,425048.0418,8760811.692,Brogger
7711,2015,425047.4718,8760812.542,Brogger
7712,2015,425046.9018,8760813.392,Brogger
7713,2015,425046.3318,8760814.242,Brogger
7714,2015,425045.7618,8760815.092,Brogger
7715,2015,425045.1918,8760815.942,Brogger
7716,2015,425044.6218,8760816.792,Brogger
7717,2015,425044.0518,8760817.642,Brogger
7718,2015,425043.4818,8760818.492,Brogger
7719,2015,425042.9118,8760819.342,Brogger
7720,2015,425042.3418,8760820.192,Brogger
7721,2015,425041.7718,8760821.042,Brogger
7722,2015,425041.2018,8760821.892,Brogger
7723,2015,425040.6318,8760822.742,Brogger
7724,2015,425040.0618,8760823.592,Brogger
7725,2015,425039.4918,8760824.442,Brogger
7726,2015,425038.9218,8760825.292,Brogger
7727,2015,425038.3518,8760826.142,Brogger
7728,2015,425037.7818,8760826.992,Brogger
7729,2015,425037.2118,8760827.842,Brogger
7730,2015,425036.6418,8760828.692,Brogger
7731,2015,425036.0718,8760829.542,Brogger
7732,2015,425035.5018,8760830.392,Brogger
7733,2015,425034.9318,8760831.242,Brogger
7734,2015,425034.3618,8760832.092,Brogger
7735,2015,425033.7918,8760832.942,Brogger
7736,2015,425033.2218,8760833.792,Brogger
7737,2015,425032.6518,8760834.642,Brogger
7738,2015,425032.0818,8760835.492,Brogger
7739,2015,425031.5118,8760836.342,Brogger
7740,2015,425030.9418,8760837.192,Brogger
7741,2015,425030.3718,8760838.042,Brogger
7742,2015,425029.8018,8760838.892,Brogger
7743,2015,425029.2318,8760839.742,Brogger
7744,2015,425028.6618,8760840.592,Brogger
7745,2015,425028.0918,8760841.442,Brogger
7746,2015,425027.5218,8760842.292,Brogger
7747,2015,425026.9518,8760843.142,Brogger
7748,2015,425026.3818,8760843.992,Brogger
7749,2015,425025.8118,8760844.842,Brogger
7750,2015,425025.2418,8760845.692,Brogger
7751,2015,425024.6718,8760846.542,Brogger
7752,2015,425024.1018,8760847.392,Brogger
7753,2015,425023.5318,8760848.242,Brogger
7754,2015,425022.9618,8760849.092,Brogger
7755,2015,425022.3918,8760849.942,Brogger
7756,2015,425021.8218,8760850.792,Brogger
7757,2015,425021.2518,8760851.642,Brogger
7758,2015,425020.6818,8760852.492,Brogger
7759,2015,425020.1118,8760853.342,Brogger
7760,2015,425019.5418,8760854.192,Brogger
7761,2015,425018.9718,8760855.042,Brogger
7762,2015,425018.4018,8760855.892,Brogger
7763,2015,425017.8318,8760856.742,Brogger
7764,2015,425017.2618,8760857.592,Brogger
7765,2015,425016.6918,8760858.442,Brogger
7766,2015,425016.1218,8760859.292,Brogger
7767,2015,425015.5518,8760860.142,Brogger
7768,2015,425014.9818,8760860.992,Brogger
7769,2015,425014.4118,8760861.842,Brogger
7770,2015,425013.8418,8760862.692,Brogger
7771,2015,425013.2718,8760863.542,Brogger
7772,2015,425012.7018,8760864.392,Brogger
7773,2015,425012.1318,8760865.242,Brogger
7774,2015,425005.8618,8760874.592,Brogger
7775,2015,425005.2918,8760875.442,Brogger
7776,2015,425004.7218,8760876.292,Brogger
7777,2015,425004.1518,8760877.142,Brogger
7778,2015,425003.5818,8760877.992,Brogger
7779,2015,425003.0118,8760878.842,Brogger
7780,2015,425002.4418,8760879.692,Brogger
7781,2015,425001.8718,8760880.542,Brogger
7782,2015,425001.3018,8760881.392,Brogger
7783,2015,425000.7318,8760882.242,Brogger
7784,2015,425000.1618,8760883.092,Brogger
7785,2015,424999.5918,8760883.942,Brogger
7786,2015,424999.0218,8760884.792,Brogger
7787,2015,424998.4518,8760885.642,Brogger
7788,2015,424997.8818,8760886.492,Brogger
7789,2015,424997.3118,8760887.342,Brogger
7790,2015,424996.7418,8760888.192,Brogger
7791,2015,424996.1718,8760889.042,Brogger
7792,2015,424995.6018,8760889.892,Brogger
7793,2015,424995.0318,8760890.742,Brogger
7794,2015,424994.4618,8760891.592,Brogger
7795,2015,424993.8918,8760892.442,Brogger
7796,2015,424993.3218,8760893.292,Brogger
7797,2015,424992.7518,8760894.142,Brogger
7798,2015,424992.1818,8760894.992,Brogger
7799,2015,424991.6118,8760895.842,Brogger
7800,2015,424991.0418,8760896.692,Brogger
7801,2015,424990.4718,8760897.542,Brogger
7802,2015,424989.9018,8760898.392,Brogger
7803,2015,424989.3318,8760899.242,Brogger
7804,2015,424988.7618,8760900.092,Brogger
7805,2015,424988.1918,8760900.942,Brogger
7806,2015,424987.6218,8760901.792,Brogger
7807,2015,424987.0518,8760902.642,Brogger
7808,2015,424986.4818,8760903.492,Brogger
7809,2015,424985.9118,8760904.342,Brogger
7810,2015,424985.3418,8760905.192,Brogger
7811,2015,424984.7718,8760906.042,Brogger
7812,2015,424984.2018,8760906.892,Brogger
7813,2015,424983.6318,8760907.742,Brogger
7814,2015,424983.0618,8760908.592,Brogger
7815,2015,424982.4918,8760909.442,Brogger
7816,2015,424981.9218,8760910.292,Brogger
7817,2015,424981.3518,8760911.142,Brogger
7818,2015,424980.7818,8760911.992,Brogger
7819,2015,424980.2118,8760912.842,Brogger
7820,2015,424979.6418,8760913.692,Brogger
7821,2015,424979.0718,8760914.542,Brogger
7822,2015,424978.5018,8760915.392,Brogger
7823,2015,424977.9318,8760916.242,Brogger
7824,2015,424977.3618,8760917.092,Brogger
7825,2015,424976.7918,8760917.942,Brogger
7826,2015,424976.2218,8760918.792,Brogger
7827,2015,424975.6518,8760919.642,Brogger
7828,2015,424975.0818,8760920.492,Brogger
7829,2015,424974.5118,8760921.342,Brogger
7830,2015,424973.9418,8760922.192,Brogger
7831,2015,424973.3718,8760923.042,Brogger
7832,2015,424972.8018,8760923.892,Brogger
7833,2015,424972.2318,8760924.742,Brogger
7834,2015,424971.6618,8760925.592,Brogger
7835,2015,424971.0918,8760926.442,Brogger
7836,2015,424970.5218,8760927.292,Brogger
7837,2015,424969.9518,8760928.142,Brogger
7838,2015,424969.3818,8760928.992,Brogger
7839,2015,424968.8118,8760929.842,Brogger
7840,2015,424968.2418,8760930.692,Brogger
7841,2015,424967.6718,8760931.542,Brogger
7842,2015,424967.1018,8760932.392,Brogger
7843,2015,424966.5318,8760933.242,Brogger
7844,2015,424965.9618,8760934.092,Brogger
7845,2015,424965.3918,8760934.942,Brogger
7846,2015,424964.8218,8760935.792,Brogger
7847,2015,424964.2518,8760936.642,Brogger
7848,2015,424963.6818,8760937.492,Brogger
7849,2015,424963.1118,8760938.342,Brogger
7850,2015,424962.5418,8760939.192,Brogger
7851,2015,428560.3242,8756471.694,Brogger
7852,2015,428561.0542,8756471.004,Brogger
7853,2015,428561.7842,8756470.314,Brogger
7854,2015,428562.5142,8756469.624,Brogger
7855,2015,428563.2442,8756468.934,Brogger
7856,2015,428563.9742,8756468.244,Brogger
7857,2015,428564.7042,8756467.554,Brogger
7858,2015,428565.4342,8756466.864,Brogger
7859,2015,428566.1642,8756466.174,Brogger
7860,2015,428566.8942,8756465.484,Brogger
7861,2015,428567.6242,8756464.794,Brogger
7862,2015,428568.3542,8756464.104,Brogger
7863,2015,428569.0842,8756463.414,Brogger
7864,2015,428569.8142,8756462.724,Brogger
7865,2015,428570.5442,8756462.034,Brogger
7866,2015,428571.2742,8756461.344,Brogger
7867,2015,428572.0042,8756460.654,Brogger
7868,2015,428572.7342,8756459.964,Brogger
7869,2015,428573.4642,8756459.274,Brogger
7870,2015,428574.1942,8756458.584,Brogger
7871,2015,428574.9242,8756457.894,Brogger
7872,2015,428575.6542,8756457.204,Brogger
7873,2015,428576.3842,8756456.514,Brogger
7874,2015,428577.1142,8756455.824,Brogger
7875,2015,428577.8442,8756455.134,Brogger
7876,2015,428578.5742,8756454.444,Brogger
7877,2015,428579.3042,8756453.754,Brogger
7878,2015,428580.0342,8756453.064,Brogger
7879,2015,428580.7642,8756452.374,Brogger
7880,2015,428581.4942,8756451.684,Brogger
7881,2015,428582.2242,8756450.994,Brogger
7882,2015,428582.9542,8756450.304,Brogger
7883,2015,428583.6842,8756449.614,Brogger
7884,2015,428584.4142,8756448.924,Brogger
7885,2015,428585.1442,8756448.234,Brogger
7886,2015,428585.8742,8756447.544,Brogger
7887,2015,428586.6042,8756446.854,Brogger
7888,2015,428587.3342,8756446.164,Brogger
7889,2015,428588.0642,8756445.474,Brogger
7890,2015,428588.7942,8756444.784,Brogger
7891,2015,428589.5242,8756444.094,Brogger
7892,2015,428590.2542,8756443.404,Brogger
7893,2015,428590.9842,8756442.714,Brogger
7894,2015,428591.7142,8756442.024,Brogger
7895,2015,428592.4442,8756441.334,Brogger
7896,2015,428593.1742,8756440.644,Brogger
7897,2015,428593.9042,8756439.954,Brogger
7898,2015,428594.6342,8756439.264,Brogger
7899,2015,428595.3642,8756438.574,Brogger
7900,2015,428596.0942,8756437.884,Brogger
7901,2015,428596.8242,8756437.194,Brogger
7902,2015,428597.5542,8756436.504,Brogger
7903,2015,428598.2842,8756435.814,Brogger
7904,2015,428599.0142,8756435.124,Brogger
7905,2015,428599.7442,8756434.434,Brogger
7906,2015,428600.4742,8756433.744,Brogger
7907,2015,428601.2042,8756433.054,Brogger
7908,2015,428601.9342,8756432.364,Brogger
7909,2015,428602.6642,8756431.674,Brogger
7910,2015,428603.3942,8756430.984,Brogger
7911,2015,428604.1242,8756430.294,Brogger
7912,2015,428604.8542,8756429.604,Brogger
7913,2015,428605.5842,8756428.914,Brogger
7914,2015,428606.3142,8756428.224,Brogger
7915,2015,428607.0442,8756427.534,Brogger
7916,2015,428607.7742,8756426.844,Brogger
7917,2015,428608.5042,8756426.154,Brogger
7918,2015,428609.2342,8756425.464,Brogger
7919,2015,428609.9642,8756424.774,Brogger
7920,2015,428610.6942,8756424.084,Brogger
7921,2015,428611.4242,8756423.394,Brogger
7922,2015,428612.1542,8756422.704,Brogger
7923,2015,428612.8842,8756422.014,Brogger
7924,2015,428613.6142,8756421.324,Brogger
7925,2015,428614.3442,8756420.634,Brogger
7926,2015,428615.0742,8756419.944,Brogger
7927,2015,428615.8042,8756419.254,Brogger
7928,2015,428616.5342,8756418.564,Brogger
7929,2015,428617.2642,8756417.874,Brogger
7930,2015,428617.9942,8756417.184,Brogger
7931,2015,428618.7242,8756416.494,Brogger
7932,2015,428619.4542,8756415.804,Brogger
7933,2015,428620.1842,8756415.114,Brogger
7934,2015,428620.9142,8756414.424,Brogger
7935,2015,428621.6442,8756413.734,Brogger
7936,2015,428622.3742,8756413.044,Brogger
7937,2015,428623.1042,8756412.354,Brogger
7938,2015,428623.8342,8756411.664,Brogger
7939,2015,428624.5642,8756410.974,Brogger
7940,2015,428625.2942,8756410.284,Brogger
7941,2015,428626.0242,8756409.594,Brogger
7942,2015,428626.7542,8756408.904,Brogger
7943,2015,428627.4842,8756408.214,Brogger
7944,2015,428628.2142,8756407.524,Brogger
7945,2015,428628.9442,8756406.834,Brogger
7946,2015,428629.6742,8756406.144,Brogger
7947,2015,428630.4042,8756405.454,Brogger
7948,2015,428631.1342,8756404.764,Brogger
7949,2015,428631.8642,8756404.074,Brogger
7950,2015,428632.5942,8756403.384,Brogger
7951,2015,428633.3242,8756402.694,Brogger
7952,2015,428634.0542,8756402.004,Brogger
7953,2015,428634.7842,8756401.314,Brogger
7954,2015,428635.5142,8756400.624,Brogger
7955,2015,428636.2442,8756399.934,Brogger
7956,2015,428636.9742,8756399.244,Brogger
7957,2015,428637.7042,8756398.554,Brogger
7958,2015,428638.4342,8756397.864,Brogger
7959,2015,428639.1642,8756397.174,Brogger
7960,2015,428639.8942,8756396.484,Brogger
7961,2015,428640.6242,8756395.794,Brogger
7962,2015,428641.3542,8756395.104,Brogger
7963,2015,428642.0842,8756394.414,Brogger
7964,2015,428642.8142,8756393.724,Brogger
7965,2015,428643.5442,8756393.034,Brogger
7966,2015,428644.2742,8756392.344,Brogger
7967,2015,428645.0042,8756391.654,Brogger
7968,2015,428645.7342,8756390.964,Brogger
7969,2015,428646.4642,8756390.274,Brogger
7970,2015,428647.1942,8756389.584,Brogger
7971,2015,428647.9242,8756388.894,Brogger
7972,2015,428648.6542,8756388.204,Brogger
7973,2015,428649.3842,8756387.514,Brogger
7974,2015,428650.1142,8756386.824,Brogger
7975,2015,428650.8442,8756386.134,Brogger
7976,2015,428651.5742,8756385.444,Brogger
7977,2015,428652.3042,8756384.754,Brogger
7978,2015,428653.0342,8756384.064,Brogger
7979,2015,428653.7642,8756383.374,Brogger
7980,2015,428654.4942,8756382.684,Brogger
7981,2015,428655.2242,8756381.994,Brogger
7982,2015,428655.9542,8756381.304,Brogger
7983,2015,428656.6842,8756380.614,Brogger
7984,2015,428657.4142,8756379.924,Brogger
7985,2015,428658.1442,8756379.234,Brogger
7986,2015,428658.8742,8756378.544,Brogger
7987,2015,428659.6042,8756377.854,Brogger
7988,2015,428660.3342,8756377.164,Brogger
7989,2015,428661.0642,8756376.474,Brogger
7990,2015,428661.7942,8756375.784,Brogger
7991,2015,428662.5242,8756375.094,Brogger
7992,2015,428663.2542,8756374.404,Brogger
7993,2015,428663.9842,8756373.714,Brogger
7994,2015,428664.7142,8756373.024,Brogger
7995,2015,428665.4442,8756372.334,Brogger
7996,2015,428666.1742,8756371.644,Brogger
7997,2015,428666.9042,8756370.954,Brogger
7998,2015,428667.6342,8756370.264,Brogger
7999,2015,428668.3642,8756369.574,Brogger
8000,2015,428669.0942,8756368.884,Brogger
8001,2015,428669.8242,8756368.194,Brogger
8002,2015,428670.5542,8756367.504,Brogger
8003,2015,428671.2842,8756366.814,Brogger
8004,2015,428672.0142,8756366.124,Brogger
8005,2015,428672.7442,8756365.434,Brogger
8006,2015,428673.4742,8756364.744,Brogger
8007,2015,428674.2042,8756364.054,Brogger
8008,2015,428674.9342,8756363.364,Brogger
8009,2015,428675.6642,8756362.674,Brogger
8010,2015,428676.3942,8756361.984,Brogger
8011,2015,428677.1242,8756361.294,Brogger
8012,2015,428677.8542,8756360.604,Brogger
8013,2015,428678.5842,8756359.914,Brogger
8014,2015,428679.3142,8756359.224,Brogger
8015,2015,428680.0442,8756358.534,Brogger
8016,2015,428680.7742,8756357.844,Brogger
8017,2015,428681.5042,8756357.154,Brogger
8018,2015,428682.2342,8756356.464,Brogger
8019,2015,428682.9642,8756355.774,Brogger
8020,2015,428683.6942,8756355.084,Brogger
8021,2015,428684.4242,8756354.394,Brogger
8022,2015,428685.1542,8756353.704,Brogger
8023,2015,428685.8842,8756353.014,Brogger
8024,2015,428686.6142,8756352.324,Brogger
8025,2015,428687.3442,8756351.634,Brogger
8026,2015,428688.0742,8756350.944,Brogger
8027,2015,428688.8042,8756350.254,Brogger
8028,2015,428689.5342,8756349.564,Brogger
8029,2015,428690.2642,8756348.874,Brogger
8030,2015,428690.9942,8756348.184,Brogger
8031,2015,428691.7242,8756347.494,Brogger
8032,2015,428692.4542,8756346.804,Brogger
8033,2015,428693.1842,8756346.114,Brogger
8034,2015,428693.9142,8756345.424,Brogger
8035,2015,428694.6442,8756344.734,Brogger
8036,2015,428695.3742,8756344.044,Brogger
8037,2015,428696.1042,8756343.354,Brogger
8038,2015,428696.8342,8756342.664,Brogger
8039,2015,428697.5642,8756341.974,Brogger
8040,2015,428698.2942,8756341.284,Brogger
8041,2015,428699.0242,8756340.594,Brogger
8042,2015,428699.7542,8756339.904,Brogger
8043,2015,428700.4842,8756339.214,Brogger
8044,2015,428701.2142,8756338.524,Brogger
8045,2015,428701.9442,8756337.834,Brogger
8046,2015,428702.6742,8756337.144,Brogger
8047,2015,428703.4042,8756336.454,Brogger
8048,2015,428704.1342,8756335.764,Brogger
8049,2015,428704.8642,8756335.074,Brogger
8050,2015,428705.5942,8756334.384,Brogger
8051,2015,430612.2254,8755588.934,Brogger
8052,2015,430613.2054,8755588.734,Brogger
8053,2015,430614.1854,8755588.534,Brogger
8054,2015,430615.1654,8755588.334,Brogger
8055,2015,430616.1454,8755588.134,Brogger
